artist,track,datetime,album,release_date,genres,length,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
검정치마,Hollywood,2020-07-10 21:59:32,,,,,,,,,,,,,,,,,
검정치마,Hollywood,2020-07-06 18:24:14,,,,,,,,,,,,,,,,,
검정치마,Hollywood,2020-07-03 19:05:37,,,,,,,,,,,,,,,,,
검정치마,Hollywood,2020-07-03 18:50:30,,,,,,,,,,,,,,,,,
검정치마,Hollywood,2020-06-28 12:03:19,,,,,,,,,,,,,,,,,
검정치마,Hollywood,2020-03-25 20:50:25,,,,,,,,,,,,,,,,,
검정치마,Hollywood,2020-03-16 11:46:06,,,,,,,,,,,,,,,,,
검정치마,Hollywood,2020-03-06 10:44:23,,,,,,,,,,,,,,,,,
검정치마,Hollywood,2020-03-05 10:27:04,,,,,,,,,,,,,,,,,
검정치마,Hollywood,2020-03-04 09:12:28,,,,,,,,,,,,,,,,,
검정치마,Hollywood,2020-02-14 11:20:06,,,,,,,,,,,,,,,,,
검정치마,Hollywood,2020-02-10 18:52:18,,,,,,,,,,,,,,,,,
검정치마,Hollywood,2020-02-10 09:40:04,,,,,,,,,,,,,,,,,
검정치마,Hollywood,2020-02-07 23:16:17,,,,,,,,,,,,,,,,,
검정치마,Hollywood,2020-02-07 09:46:52,,,,,,,,,,,,,,,,,
검정치마,Hollywood,2020-02-07 09:41:21,,,,,,,,,,,,,,,,,
검정치마,Hollywood,2020-01-28 11:24:22,,,,,,,,,,,,,,,,,
검정치마,Hollywood,2020-01-23 18:42:46,,,,,,,,,,,,,,,,,
검정치마,Hollywood,2020-01-10 23:38:57,,,,,,,,,,,,,,,,,
검정치마,Hollywood,2020-01-10 04:01:15,,,,,,,,,,,,,,,,,
검정치마,Hollywood,2020-01-10 03:55:45,,,,,,,,,,,,,,,,,
검정치마,Hollywood,2020-01-03 14:09:17,,,,,,,,,,,,,,,,,
검정치마,Hollywood,2019-12-05 18:18:10,,,,,,,,,,,,,,,,,
검정치마,Hollywood,2019-12-05 09:25:36,,,,,,,,,,,,,,,,,
검정치마,Hollywood,2019-11-28 12:20:56,,,,,,,,,,,,,,,,,
검정치마,Hollywood,2019-11-28 12:00:49,,,,,,,,,,,,,,,,,
검정치마,Hollywood,2019-11-27 21:50:13,,,,,,,,,,,,,,,,,
검정치마,Hollywood,2019-11-04 13:12:44,,,,,,,,,,,,,,,,,
검정치마,Hollywood,2019-10-29 08:51:42,,,,,,,,,,,,,,,,,
검정치마,Hollywood,2019-10-21 08:09:30,,,,,,,,,,,,,,,,,
검정치마,Hollywood,2019-10-15 10:06:33,,,,,,,,,,,,,,,,,
검정치마,Hollywood,2019-10-09 04:59:54,,,,,,,,,,,,,,,,,
검정치마,Hollywood,2019-10-03 12:09:20,,,,,,,,,,,,,,,,,
검정치마,Hollywood,2019-10-03 12:03:48,,,,,,,,,,,,,,,,,
검정치마,Hollywood,2019-10-01 08:30:35,,,,,,,,,,,,,,,,,
검정치마,Hollywood,2019-09-29 09:36:58,,,,,,,,,,,,,,,,,
검정치마,Hollywood,2019-09-28 22:04:11,,,,,,,,,,,,,,,,,
검정치마,Hollywood,2019-09-26 22:23:55,,,,,,,,,,,,,,,,,
검정치마,Hollywood,2019-09-25 14:39:07,,,,,,,,,,,,,,,,,
검정치마,Hollywood,2019-09-22 19:54:37,,,,,,,,,,,,,,,,,
검정치마,Hollywood,2019-09-22 13:22:43,,,,,,,,,,,,,,,,,
검정치마,Hollywood,2019-09-05 08:43:50,,,,,,,,,,,,,,,,,
검정치마,Hollywood,2019-08-27 20:02:53,,,,,,,,,,,,,,,,,
검정치마,Hollywood,2019-08-22 20:04:10,,,,,,,,,,,,,,,,,
검정치마,Hollywood,2019-08-22 08:16:39,,,,,,,,,,,,,,,,,
검정치마,Hollywood,2019-08-21 23:30:31,,,,,,,,,,,,,,,,,
검정치마,Hollywood,2019-08-17 17:53:54,,,,,,,,,,,,,,,,,
검정치마,Hollywood,2019-08-15 17:45:13,,,,,,,,,,,,,,,,,
검정치마,Hollywood,2019-08-11 22:06:42,,,,,,,,,,,,,,,,,
검정치마,Hollywood,2019-08-11 02:32:21,,,,,,,,,,,,,,,,,
검정치마,Hollywood,2019-08-11 02:24:54,,,,,,,,,,,,,,,,,
검정치마,Hollywood,2019-08-11 02:19:27,,,,,,,,,,,,,,,,,
검정치마,Hollywood,2019-08-11 02:13:00,,,,,,,,,,,,,,,,,
검정치마,Hollywood,2019-08-11 02:07:33,,,,,,,,,,,,,,,,,
검정치마,Hollywood,2019-08-11 02:01:06,,,,,,,,,,,,,,,,,
검정치마,Hollywood,2019-08-11 01:54:40,,,,,,,,,,,,,,,,,
검정치마,Hollywood,2019-08-11 01:48:13,,,,,,,,,,,,,,,,,
검정치마,Hollywood,2019-08-11 01:42:46,,,,,,,,,,,,,,,,,
검정치마,Hollywood,2019-08-11 01:36:19,,,,,,,,,,,,,,,,,
검정치마,Hollywood,2019-08-11 01:29:52,,,,,,,,,,,,,,,,,
검정치마,Hollywood,2019-08-11 01:24:25,,,,,,,,,,,,,,,,,
검정치마,Hollywood,2019-08-11 01:18:58,,,,,,,,,,,,,,,,,
검정치마,Hollywood,2019-08-11 01:13:31,,,,,,,,,,,,,,,,,
검정치마,Hollywood,2019-08-11 01:08:05,,,,,,,,,,,,,,,,,
검정치마,Hollywood,2019-08-11 01:02:37,,,,,,,,,,,,,,,,,
검정치마,Hollywood,2019-08-11 00:57:10,,,,,,,,,,,,,,,,,
검정치마,Hollywood,2019-08-11 00:51:44,,,,,,,,,,,,,,,,,
검정치마,Hollywood,2019-08-11 00:46:17,,,,,,,,,,,,,,,,,
검정치마,Hollywood,2019-08-11 00:40:50,,,,,,,,,,,,,,,,,
검정치마,Hollywood,2019-08-11 00:35:23,,,,,,,,,,,,,,,,,
검정치마,Hollywood,2019-08-11 00:29:55,,,,,,,,,,,,,,,,,
검정치마,Hollywood,2019-08-11 00:24:28,,,,,,,,,,,,,,,,,
검정치마,Hollywood,2019-08-11 00:19:01,,,,,,,,,,,,,,,,,
검정치마,Hollywood,2019-08-11 00:13:34,,,,,,,,,,,,,,,,,
검정치마,Hollywood,2019-08-11 00:08:07,,,,,,,,,,,,,,,,,
검정치마,Hollywood,2019-08-11 00:02:40,,,,,,,,,,,,,,,,,
검정치마,Hollywood,2019-08-10 23:57:13,,,,,,,,,,,,,,,,,
검정치마,Hollywood,2019-08-10 23:51:46,,,,,,,,,,,,,,,,,
검정치마,Hollywood,2019-08-10 23:46:19,,,,,,,,,,,,,,,,,
검정치마,Hollywood,2019-08-10 23:40:52,,,,,,,,,,,,,,,,,
검정치마,Hollywood,2019-08-10 23:35:25,,,,,,,,,,,,,,,,,
검정치마,Hollywood,2019-08-10 23:29:58,,,,,,,,,,,,,,,,,
검정치마,Hollywood,2019-08-10 23:24:31,,,,,,,,,,,,,,,,,
검정치마,Hollywood,2019-08-10 23:19:04,,,,,,,,,,,,,,,,,
검정치마,Hollywood,2019-08-10 23:13:37,,,,,,,,,,,,,,,,,
검정치마,Hollywood,2019-08-10 23:08:10,,,,,,,,,,,,,,,,,
검정치마,Hollywood,2019-08-10 23:02:43,,,,,,,,,,,,,,,,,
검정치마,Hollywood,2019-08-10 22:57:16,,,,,,,,,,,,,,,,,
검정치마,Hollywood,2019-08-10 22:51:49,,,,,,,,,,,,,,,,,
검정치마,Hollywood,2019-08-10 22:46:22,,,,,,,,,,,,,,,,,
검정치마,Hollywood,2019-08-10 22:40:55,,,,,,,,,,,,,,,,,
검정치마,Hollywood,2019-08-10 22:35:28,,,,,,,,,,,,,,,,,
검정치마,Hollywood,2019-08-10 22:30:01,,,,,,,,,,,,,,,,,
검정치마,Hollywood,2019-08-10 22:24:34,,,,,,,,,,,,,,,,,
검정치마,Hollywood,2019-08-10 22:19:07,,,,,,,,,,,,,,,,,
검정치마,Hollywood,2019-08-10 22:13:40,,,,,,,,,,,,,,,,,
검정치마,Hollywood,2019-08-10 22:08:13,,,,,,,,,,,,,,,,,
검정치마,Hollywood,2019-08-10 22:02:46,,,,,,,,,,,,,,,,,
검정치마,Hollywood,2019-08-10 21:57:20,,,,,,,,,,,,,,,,,
검정치마,Hollywood,2019-08-10 21:11:48,,,,,,,,,,,,,,,,,
검정치마,Hollywood,2019-08-09 09:25:38,,,,,,,,,,,,,,,,,
검정치마,Hollywood,2019-08-05 19:06:06,,,,,,,,,,,,,,,,,
검정치마,Hollywood,2019-08-05 18:55:10,,,,,,,,,,,,,,,,,
검정치마,Hollywood,2019-07-29 20:03:01,,,,,,,,,,,,,,,,,
검정치마,Hollywood,2019-07-24 19:37:46,,,,,,,,,,,,,,,,,
검정치마,Hollywood,2019-07-23 05:23:36,,,,,,,,,,,,,,,,,
검정치마,Hollywood,2019-06-25 19:59:28,,,,,,,,,,,,,,,,,
검정치마,Hollywood,2019-06-25 19:47:46,,,,,,,,,,,,,,,,,
검정치마,Hollywood,2019-06-25 19:44:11,,,,,,,,,,,,,,,,,
검정치마,Hollywood,2019-06-04 19:23:21,,,,,,,,,,,,,,,,,
검정치마,Hollywood,2019-04-29 20:37:22,,,,,,,,,,,,,,,,,
검정치마,Hollywood,2019-03-26 19:59:24,,,,,,,,,,,,,,,,,
검정치마,Hollywood,2019-03-24 15:48:25,,,,,,,,,,,,,,,,,
검정치마,Hollywood,2019-02-21 20:00:46,,,,,,,,,,,,,,,,,
검정치마,Hollywood,2019-02-21 19:59:30,,,,,,,,,,,,,,,,,
검정치마,Hollywood,2018-12-20 18:17:43,,,,,,,,,,,,,,,,,
검정치마,Hollywood,2018-10-11 14:49:10,,,,,,,,,,,,,,,,,
검정치마,Hollywood,2018-10-07 00:05:04,,,,,,,,,,,,,,,,,
검정치마,Hollywood,2018-10-04 20:24:02,,,,,,,,,,,,,,,,,
검정치마,Hollywood,2018-10-04 12:55:58,,,,,,,,,,,,,,,,,
검정치마,Hollywood,2018-10-04 12:22:50,,,,,,,,,,,,,,,,,
검정치마,Hollywood,2018-10-04 11:58:29,,,,,,,,,,,,,,,,,
검정치마,Hollywood,2018-10-04 11:43:18,,,,,,,,,,,,,,,,,
검정치마,Hollywood,2018-10-04 07:52:01,,,,,,,,,,,,,,,,,
검정치마,Hollywood,2018-08-23 20:02:45,,,,,,,,,,,,,,,,,
검정치마,Hollywood,2018-07-06 16:54:06,,,,,,,,,,,,,,,,,
검정치마,Hollywood,2018-07-06 16:18:10,,,,,,,,,,,,,,,,,
검정치마,Hollywood,2018-01-05 23:13:53,,,,,,,,,,,,,,,,,
검정치마,Hollywood,2017-12-01 01:05:55,,,,,,,,,,,,,,,,,
검정치마,Hollywood,2017-11-04 19:35:10,,,,,,,,,,,,,,,,,
검정치마,Hollywood,2017-11-04 19:26:27,,,,,,,,,,,,,,,,,
검정치마,Hollywood,2017-11-04 19:20:36,,,,,,,,,,,,,,,,,
검정치마,Hollywood,2017-08-22 03:08:44,,,,,,,,,,,,,,,,,
검정치마,Hollywood,2017-08-15 23:03:58,,,,,,,,,,,,,,,,,
검정치마,Hollywood,2017-08-12 00:38:29,,,,,,,,,,,,,,,,,
검정치마,Hollywood,2017-08-04 03:03:36,,,,,,,,,,,,,,,,,
검정치마,Hollywood,2017-03-20 09:05:16,,,,,,,,,,,,,,,,,
The Seatbelts,Fingers,2020-08-19 19:53:53,,,,,,,,,,,,,,,,,
The Seatbelts,Fingers,2020-07-28 22:28:21,,,,,,,,,,,,,,,,,
The Seatbelts,Fingers,2017-06-21 23:40:00,,,,,,,,,,,,,,,,,
The Seatbelts,Fingers,2017-05-23 23:15:51,,,,,,,,,,,,,,,,,
The Seatbelts,Fingers,2017-05-12 22:15:31,,,,,,,,,,,,,,,,,
The Seatbelts,Fingers,2017-05-05 14:12:09,,,,,,,,,,,,,,,,,
The Seatbelts,Fingers,2017-05-05 11:55:20,,,,,,,,,,,,,,,,,
The Seatbelts,Fingers,2017-05-02 20:15:41,,,,,,,,,,,,,,,,,
The Seatbelts,Fingers,2017-04-26 15:46:48,,,,,,,,,,,,,,,,,
The Seatbelts,Fingers,2017-04-05 16:55:15,,,,,,,,,,,,,,,,,
The Seatbelts,Fingers,2017-04-03 22:14:22,,,,,,,,,,,,,,,,,
Ten Years After,I'd Love To Change The World,2020-08-19 18:00:12,,,,,,,,,,,,,,,,,
Mai Yamane,See You Space Cowboys Not Final Mountain Root,2020-08-18 22:42:46,,,,,,,,,,,,,,,,,
Mai Yamane,See You Space Cowboys Not Final Mountain Root,2020-07-26 18:09:31,,,,,,,,,,,,,,,,,
Mai Yamane,See You Space Cowboys Not Final Mountain Root,2020-07-26 08:46:37,,,,,,,,,,,,,,,,,
Sam Hulick,A Way Out,2020-08-18 22:39:20,,,,,,,,,,,,,,,,,
Sam Hulick,A Way Out,2020-06-22 20:55:07,,,,,,,,,,,,,,,,,
The Seatbelts,Spy,2020-08-18 22:31:29,,,,,,,,,,,,,,,,,
The Seatbelts,Spy,2020-07-29 17:51:02,,,,,,,,,,,,,,,,,
The Seatbelts,Spy,2020-07-27 21:19:06,,,,,,,,,,,,,,,,,
The Seatbelts,Spy,2017-05-12 21:44:07,,,,,,,,,,,,,,,,,
The Seatbelts,Spy,2017-05-02 20:06:02,,,,,,,,,,,,,,,,,
The Seatbelts,Spy,2017-04-18 18:57:11,,,,,,,,,,,,,,,,,
The Seatbelts,Spy,2017-04-07 04:33:24,,,,,,,,,,,,,,,,,
The Seatbelts,Spy,2017-03-29 22:47:29,,,,,,,,,,,,,,,,,
Adoy,Pool' Teaser,2020-08-18 22:15:58,,,,,,,,,,,,,,,,,
Noah Hawley,Don't Come Around Here No More,2020-08-18 20:37:18,,,,,,,,,,,,,,,,,
Moses Sumney,Don't Bother Calling,2020-08-17 21:32:18,,,,,,,,,,,,,,,,,
Totally Enormous Extinct Dinosaurs,Don't You Forget About Me,2020-08-17 13:16:02,,,,,,,,,,,,,,,,,
Foreign Fields,Don't Give Up,2020-08-16 13:43:26,,,,,,,,,,,,,,,,,
Kinokoteikoku,退屈しのぎ,2020-08-16 13:23:02,,,,,,,,,,,,,,,,,
Eminem,Lose Yourself,2020-08-14 09:30:33,,,,,,,,,,,,,,,,,
Beck,Ramona,2020-08-13 18:02:15,,,,,,,,,,,,,,,,,
Woman Finds A Baby House Finch Bird On Her Porch,The Dodo Little But Fierce,2020-08-12 14:24:44,,,,,,,,,,,,,,,,,
By The Time You've Finished Your Coffee,Original Song,2020-08-10 17:02:27,,,,,,,,,,,,,,,,,
By The Time You've Finished Your Coffee,Original Song,2018-10-26 23:18:13,,,,,,,,,,,,,,,,,
Dbz,Linkin Park,2020-08-10 06:56:28,,,,,,,,,,,,,,,,,
Deadpool,Oh Baby A Triple!,2020-08-10 06:53:38,,,,,,,,,,,,,,,,,
Jeff Russo,David,2020-08-09 15:39:34,,,,,,,,,,,,,,,,,
Jeff Russo,David,2020-08-09 12:58:13,,,,,,,,,,,,,,,,,
Jeff Russo,Run,2020-08-09 13:48:29,,,,,,,,,,,,,,,,,
Jeff Russo,Run,2020-08-09 11:50:08,,,,,,,,,,,,,,,,,
Dan Stevens,Rainbow Connection,2020-08-09 13:02:42,,,,,,,,,,,,,,,,,
The Seatbelts,Gateway,2020-08-09 11:03:12,,,,,,,,,,,,,,,,,
The Seatbelts,Gateway,2017-04-26 16:01:11,,,,,,,,,,,,,,,,,
The Seatbelts,Gateway,2017-04-18 19:37:31,,,,,,,,,,,,,,,,,
The Seatbelts,Gateway,2017-03-30 21:01:43,,,,,,,,,,,,,,,,,
The Seatbelts,Gateway,2017-03-30 00:18:40,,,,,,,,,,,,,,,,,
The Seatbelts,Gateway,2017-03-17 23:33:04,,,,,,,,,,,,,,,,,
The Seatbelts,Gateway,2017-03-17 17:34:43,,,,,,,,,,,,,,,,,
The Seatbelts,Tank!,2020-08-09 10:59:48,,,,,,,,,,,,,,,,,
The Seatbelts,Tank!,2020-07-26 08:42:57,,,,,,,,,,,,,,,,,
The Seatbelts,Tank!,2019-10-20 19:55:45,,,,,,,,,,,,,,,,,
The Seatbelts,Tank!,2019-09-23 07:04:55,,,,,,,,,,,,,,,,,
The Seatbelts,Tank!,2019-09-15 12:28:02,,,,,,,,,,,,,,,,,
The Seatbelts,Tank!,2019-09-13 11:12:40,,,,,,,,,,,,,,,,,
The Seatbelts,Tank!,2019-08-16 07:38:01,,,,,,,,,,,,,,,,,
The Seatbelts,Tank!,2019-08-02 19:35:30,,,,,,,,,,,,,,,,,
The Seatbelts,Tank!,2019-03-23 10:30:26,,,,,,,,,,,,,,,,,
The Seatbelts,Tank!,2018-09-17 12:27:08,,,,,,,,,,,,,,,,,
The Seatbelts,Tank!,2017-07-27 00:04:28,,,,,,,,,,,,,,,,,
The Seatbelts,Tank!,2017-05-26 11:24:19,,,,,,,,,,,,,,,,,
The Seatbelts,Tank!,2017-05-26 11:19:51,,,,,,,,,,,,,,,,,
The Seatbelts,Tank!,2017-04-26 16:40:05,,,,,,,,,,,,,,,,,
The Seatbelts,Tank!,2017-04-22 10:30:20,,,,,,,,,,,,,,,,,
The Seatbelts,Tank!,2017-04-05 16:42:58,,,,,,,,,,,,,,,,,
The Seatbelts,Tank!,2017-03-31 19:03:06,,,,,,,,,,,,,,,,,
The Seatbelts,Tank!,2017-03-28 00:47:07,,,,,,,,,,,,,,,,,
The Seatbelts,Tank!,2017-03-17 12:44:43,,,,,,,,,,,,,,,,,
The Seatbelts,Tank!,2017-02-27 05:58:22,,,,,,,,,,,,,,,,,
The Seatbelts,Tank!,2017-02-24 10:25:27,,,,,,,,,,,,,,,,,
The Seatbelts,Tank!,2017-02-20 18:05:49,,,,,,,,,,,,,,,,,
The Seatbelts,Tank!,2017-02-20 12:49:53,,,,,,,,,,,,,,,,,
The Seatbelts,Tank!,2017-02-19 12:04:37,,,,,,,,,,,,,,,,,
The Seatbelts,Tank!,2017-02-19 11:58:57,,,,,,,,,,,,,,,,,
The Seatbelts,Tank!,2017-02-19 06:40:00,,,,,,,,,,,,,,,,,
The Seatbelts,Tank!,2017-02-18 16:01:37,,,,,,,,,,,,,,,,,
The Seatbelts,Tank!,2017-02-18 10:34:17,,,,,,,,,,,,,,,,,
The Seatbelts,Tank!,2017-02-17 11:45:00,,,,,,,,,,,,,,,,,
The Seatbelts,Tank!,2017-02-17 11:19:04,,,,,,,,,,,,,,,,,
The Seatbelts,Tank!,2017-02-02 06:56:52,,,,,,,,,,,,,,,,,
The Seatbelts,Tank!,2017-01-25 18:33:14,,,,,,,,,,,,,,,,,
The Seatbelts,Tank!,2017-01-25 18:22:09,,,,,,,,,,,,,,,,,
The Seatbelts,Tank!,2017-01-25 18:18:00,,,,,,,,,,,,,,,,,
John Pizzarelli,"You Are Gone And I Am Here (frankie's Final Song) - From ""the Magic Strings Of Frankie Presto: The Musical Companion""",2020-08-08 21:31:12,,,,,,,,,,,,,,,,,
John Pizzarelli,"You Are Gone And I Am Here (frankie's Final Song) - From ""the Magic Strings Of Frankie Presto: The Musical Companion""",2020-06-08 19:52:58,,,,,,,,,,,,,,,,,
John Pizzarelli,"You Are Gone And I Am Here (frankie's Final Song) - From ""the Magic Strings Of Frankie Presto: The Musical Companion""",2019-06-03 19:13:02,,,,,,,,,,,,,,,,,
John Pizzarelli,"You Are Gone And I Am Here (frankie's Final Song) - From ""the Magic Strings Of Frankie Presto: The Musical Companion""",2019-06-03 19:09:21,,,,,,,,,,,,,,,,,
John Pizzarelli,"You Are Gone And I Am Here (frankie's Final Song) - From ""the Magic Strings Of Frankie Presto: The Musical Companion""",2019-05-10 18:34:25,,,,,,,,,,,,,,,,,
John Pizzarelli,"You Are Gone And I Am Here (frankie's Final Song) - From ""the Magic Strings Of Frankie Presto: The Musical Companion""",2019-03-10 20:10:57,,,,,,,,,,,,,,,,,
John Pizzarelli,"You Are Gone And I Am Here (frankie's Final Song) - From ""the Magic Strings Of Frankie Presto: The Musical Companion""",2019-02-21 10:27:59,,,,,,,,,,,,,,,,,
John Pizzarelli,"You Are Gone And I Am Here (frankie's Final Song) - From ""the Magic Strings Of Frankie Presto: The Musical Companion""",2019-01-26 03:50:25,,,,,,,,,,,,,,,,,
John Pizzarelli,"You Are Gone And I Am Here (frankie's Final Song) - From ""the Magic Strings Of Frankie Presto: The Musical Companion""",2018-12-22 14:29:57,,,,,,,,,,,,,,,,,
John Pizzarelli,"You Are Gone And I Am Here (frankie's Final Song) - From ""the Magic Strings Of Frankie Presto: The Musical Companion""",2018-12-08 19:48:07,,,,,,,,,,,,,,,,,
John Pizzarelli,"You Are Gone And I Am Here (frankie's Final Song) - From ""the Magic Strings Of Frankie Presto: The Musical Companion""",2018-12-08 19:44:25,,,,,,,,,,,,,,,,,
John Pizzarelli,"You Are Gone And I Am Here (frankie's Final Song) - From ""the Magic Strings Of Frankie Presto: The Musical Companion""",2018-11-02 15:40:14,,,,,,,,,,,,,,,,,
John Pizzarelli,"You Are Gone And I Am Here (frankie's Final Song) - From ""the Magic Strings Of Frankie Presto: The Musical Companion""",2018-10-30 13:32:58,,,,,,,,,,,,,,,,,
John Pizzarelli,"You Are Gone And I Am Here (frankie's Final Song) - From ""the Magic Strings Of Frankie Presto: The Musical Companion""",2018-10-16 17:40:08,,,,,,,,,,,,,,,,,
John Pizzarelli,"You Are Gone And I Am Here (frankie's Final Song) - From ""the Magic Strings Of Frankie Presto: The Musical Companion""",2018-10-16 17:37:18,,,,,,,,,,,,,,,,,
John Pizzarelli,"You Are Gone And I Am Here (frankie's Final Song) - From ""the Magic Strings Of Frankie Presto: The Musical Companion""",2018-10-05 17:17:56,,,,,,,,,,,,,,,,,
John Pizzarelli,"You Are Gone And I Am Here (frankie's Final Song) - From ""the Magic Strings Of Frankie Presto: The Musical Companion""",2018-10-05 16:49:47,,,,,,,,,,,,,,,,,
John Pizzarelli,"You Are Gone And I Am Here (frankie's Final Song) - From ""the Magic Strings Of Frankie Presto: The Musical Companion""",2018-10-05 16:45:20,,,,,,,,,,,,,,,,,
John Pizzarelli,"You Are Gone And I Am Here (frankie's Final Song) - From ""the Magic Strings Of Frankie Presto: The Musical Companion""",2018-10-04 16:20:42,,,,,,,,,,,,,,,,,
John Pizzarelli,"You Are Gone And I Am Here (frankie's Final Song) - From ""the Magic Strings Of Frankie Presto: The Musical Companion""",2018-10-04 08:36:14,,,,,,,,,,,,,,,,,
John Pizzarelli,"You Are Gone And I Am Here (frankie's Final Song) - From ""the Magic Strings Of Frankie Presto: The Musical Companion""",2018-10-04 08:12:21,,,,,,,,,,,,,,,,,
John Pizzarelli,"You Are Gone And I Am Here (frankie's Final Song) - From ""the Magic Strings Of Frankie Presto: The Musical Companion""",2018-10-04 08:05:42,,,,,,,,,,,,,,,,,
John Pizzarelli,"You Are Gone And I Am Here (frankie's Final Song) - From ""the Magic Strings Of Frankie Presto: The Musical Companion""",2018-10-04 07:55:52,,,,,,,,,,,,,,,,,
John Pizzarelli,"You Are Gone And I Am Here (frankie's Final Song) - From ""the Magic Strings Of Frankie Presto: The Musical Companion""",2018-10-04 07:08:57,,,,,,,,,,,,,,,,,
John Pizzarelli,"You Are Gone And I Am Here (frankie's Final Song) - From ""the Magic Strings Of Frankie Presto: The Musical Companion""",2018-09-24 12:00:19,,,,,,,,,,,,,,,,,
John Pizzarelli,"You Are Gone And I Am Here (frankie's Final Song) - From ""the Magic Strings Of Frankie Presto: The Musical Companion""",2018-09-24 10:09:00,,,,,,,,,,,,,,,,,
John Pizzarelli,"You Are Gone And I Am Here (frankie's Final Song) - From ""the Magic Strings Of Frankie Presto: The Musical Companion""",2018-09-24 08:20:24,,,,,,,,,,,,,,,,,
John Pizzarelli,"You Are Gone And I Am Here (frankie's Final Song) - From ""the Magic Strings Of Frankie Presto: The Musical Companion""",2018-09-23 07:16:57,,,,,,,,,,,,,,,,,
John Pizzarelli,"You Are Gone And I Am Here (frankie's Final Song) - From ""the Magic Strings Of Frankie Presto: The Musical Companion""",2018-09-22 06:29:45,,,,,,,,,,,,,,,,,
John Pizzarelli,"You Are Gone And I Am Here (frankie's Final Song) - From ""the Magic Strings Of Frankie Presto: The Musical Companion""",2018-09-16 17:21:58,,,,,,,,,,,,,,,,,
John Pizzarelli,"You Are Gone And I Am Here (frankie's Final Song) - From ""the Magic Strings Of Frankie Presto: The Musical Companion""",2018-09-09 19:56:22,,,,,,,,,,,,,,,,,
John Pizzarelli,"You Are Gone And I Am Here (frankie's Final Song) - From ""the Magic Strings Of Frankie Presto: The Musical Companion""",2018-09-07 17:46:39,,,,,,,,,,,,,,,,,
John Pizzarelli,"You Are Gone And I Am Here (frankie's Final Song) - From ""the Magic Strings Of Frankie Presto: The Musical Companion""",2018-09-07 17:06:47,,,,,,,,,,,,,,,,,
John Pizzarelli,"You Are Gone And I Am Here (frankie's Final Song) - From ""the Magic Strings Of Frankie Presto: The Musical Companion""",2018-09-07 16:59:44,,,,,,,,,,,,,,,,,
John Pizzarelli,"You Are Gone And I Am Here (frankie's Final Song) - From ""the Magic Strings Of Frankie Presto: The Musical Companion""",2018-09-07 16:16:06,,,,,,,,,,,,,,,,,
